gene_symbol	case_carriers	case_non_carriers	control_carriers	control_non_carriers	fisher.p_value	fisher.odds_ratio	fisher.ci_95_lower	fisher.ci_95_upper
CYP3A7	5	7695	14	20840	1.0000e+00	9.6721e-01	2.7255e-01	2.8430e+00
CYP46A1	9	7691	18	20836	5.1475e-01	1.3546e+00	5.3581e-01	3.1767e+00
CYP4A11	8	7692	11	20843	1.9201e-01	1.9707e+00	6.8785e-01	5.3812e+00
CYP4A22	5	7695	20	20834	5.0708e-01	6.7690e-01	1.9845e-01	1.8594e+00
CYP4B1	5	7695	24	20830	2.9808e-01	5.6394e-01	1.6798e-01	1.5086e+00
CYP4F11	8	7692	18	20836	6.6075e-01	1.2039e+00	4.5275e-01	2.9116e+00
CYP4F12	3	7697	15	20839	4.3121e-01	5.4148e-01	1.0045e-01	1.9149e+00
CYP4F2	5	7695	19	20835	6.4725e-01	7.1255e-01	2.0786e-01	1.9738e+00
CYP4F22	3	7697	18	20836	2.2726e-01	4.5117e-01	8.5106e-02	1.5461e+00
CYP4F3	8	7692	18	20836	6.6075e-01	1.2039e+00	4.5275e-01	2.9116e+00
CYP4F8	4	7696	22	20832	2.6755e-01	4.9215e-01	1.2325e-01	1.4498e+00
CYP4V2	7	7693	11	20843	2.8767e-01	1.7241e+00	5.6644e-01	4.8720e+00
CYP4X1	3	7697	9	20845	1.0000e+00	9.0274e-01	1.5714e-01	3.6187e+00
CYP4Z1	1	7699	11	20843	2.0061e-01	2.4611e-01	5.7208e-03	1.6939e+00
CYP51A1	3	7697	9	20845	1.0000e+00	9.0274e-01	1.5714e-01	3.6187e+00
CYP7A1	4	7696	11	20843	1.0000e+00	9.8483e-01	2.2864e-01	3.3248e+00
CYP7B1	4	7696	17	20837	6.2256e-01	6.3710e-01	1.5591e-01	1.9539e+00
CYSLTR1	1	7699	12	20842	2.0685e-01	2.2559e-01	5.2804e-03	1.5252e+00
CYSLTR2	3	7697	6	20848	7.0982e-01	1.3543e+00	2.1909e-01	6.3435e+00
CYSRT1	4	7696	4	20850	2.2368e-01	2.7091e+00	5.0446e-01	1.4547e+01
CYSTM1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
CYTH1	9	7691	9	20845	3.4752e-02	2.7102e+00	9.5279e-01	7.7093e+00
CYTH2	3	7697	5	20849	4.5188e-01	1.6252e+00	2.5232e-01	8.3557e+00
CYTH3	3	7697	21	20833	1.6459e-01	3.8664e-01	7.3826e-02	1.2955e+00
CYTH4	10	7690	17	20837	2.7676e-01	1.5939e+00	6.5190e-01	3.6876e+00
CYTIP	1	7699	12	20842	2.0685e-01	2.2559e-01	5.2804e-03	1.5252e+00
CYTL1	3	7697	12	20842	7.7234e-01	6.7698e-01	1.2256e-01	2.5094e+00
CYYR1	1	7699	5	20849	1.0000e+00	5.4159e-01	1.1453e-02	4.8414e+00
D2HGDH	6	7694	14	20840	8.0160e-01	1.1608e+00	3.6548e-01	3.2170e+00
DAAM1	12	7688	38	20816	7.5042e-01	8.5504e-01	4.0656e-01	1.6726e+00
DAAM2	8	7692	26	20828	8.4672e-01	8.3316e-01	3.2584e-01	1.8960e+00
DAB1	3	7697	23	20831	8.0261e-02	3.5299e-01	6.7831e-02	1.1689e+00
DAB2	12	7688	25	20829	4.6027e-01	1.3005e+00	5.9496e-01	2.6878e+00
DAB2IP	21	7679	56	20798	1.0000e+00	1.0157e+00	5.8374e-01	1.7055e+00
DACH1	8	7692	22	20832	1.0000e+00	9.8482e-01	3.7894e-01	2.2980e+00
DACH2	8	7692	12	20842	2.0841e-01	1.8063e+00	6.4020e-01	4.8079e+00
DACT1	14	7686	37	20817	1.0000e+00	1.0248e+00	5.1148e-01	1.9420e+00
DACT2	16	7684	38	20816	6.4693e-01	1.1406e+00	5.9339e-01	2.0965e+00
DACT3	14	7686	32	20822	6.1844e-01	1.1852e+00	5.8400e-01	2.2864e+00
DAD1	2	7698	2	20852	2.9529e-01	2.7086e+00	1.9630e-01	3.7374e+01
DAG1	10	7690	40	20814	3.3853e-01	6.7669e-01	3.0161e-01	1.3778e+00
DAGLA	16	7684	54	20800	5.0152e-01	8.0206e-01	4.2819e-01	1.4235e+00
DAGLB	12	7688	38	20816	7.5042e-01	8.5504e-01	4.0656e-01	1.6726e+00
DALRD3	11	7689	31	20823	1.0000e+00	9.6093e-01	4.3556e-01	1.9655e+00
DAND5	3	7697	6	20848	7.0982e-01	1.3543e+00	2.1909e-01	6.3435e+00
DAO	0	7700	9	20845	1.2494e-01	0.0000e+00	0.0000e+00	1.3719e+00
DAOA	2	7698	5	20849	1.0000e+00	1.0834e+00	1.0312e-01	6.6190e+00
DAP	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
DAP3	3	7697	6	20848	7.0982e-01	1.3543e+00	2.1909e-01	6.3435e+00
DAPK1	25	7675	50	20804	2.4031e-01	1.3553e+00	8.0281e-01	2.2344e+00
DAPK2	6	7694	5	20849	8.0162e-02	3.2515e+00	8.2653e-01	1.3468e+01
DAPK3	12	7688	31	20823	8.6451e-01	1.0485e+00	4.9009e-01	2.1010e+00
DAPL1	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DAPP1	1	7699	5	20849	1.0000e+00	5.4159e-01	1.1453e-02	4.8414e+00
DARS	3	7697	18	20836	2.2726e-01	4.5117e-01	8.5106e-02	1.5461e+00
DARS2	8	7692	14	20840	3.3833e-01	1.5481e+00	5.6248e-01	3.9559e+00
DAW1	1	7699	13	20841	1.3167e-01	2.0823e-01	4.9029e-03	1.3868e+00
DAXX	7	7693	26	20828	5.5849e-01	7.2894e-01	2.6703e-01	1.7252e+00
DAZAP1	3	7697	17	20837	3.1536e-01	4.7773e-01	8.9673e-02	1.6524e+00
DAZAP2	0	7700	7	20847	2.0092e-01	0.0000e+00	0.0000e+00	1.8789e+00
DAZL	3	7697	5	20849	4.5188e-01	1.6252e+00	2.5232e-01	8.3557e+00
DBF4	5	7695	23	20831	3.9364e-01	5.8848e-01	1.7472e-01	1.5834e+00
DBF4B	6	7694	20	20834	8.2583e-01	8.1236e-01	2.6683e-01	2.0984e+00
DBH	5	7695	20	20834	5.0708e-01	6.7690e-01	1.9845e-01	1.8594e+00
DBI	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
DBN1	7	7693	22	20832	8.3652e-01	8.6162e-01	3.1075e-01	2.0894e+00
DBNDD1	2	7698	13	20841	3.8192e-01	4.1655e-01	4.5626e-02	1.8405e+00
DBNDD2	5	7695	15	20839	1.0000e+00	9.0271e-01	2.5660e-01	2.6141e+00
DBNL	3	7697	9	20845	1.0000e+00	9.0274e-01	1.5714e-01	3.6187e+00
DBP	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DBR1	3	7697	18	20836	2.2726e-01	4.5117e-01	8.5106e-02	1.5461e+00
DBT	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DBX1	7	7693	12	20842	3.1235e-01	1.5803e+00	5.2695e-01	4.3556e+00
DBX2	3	7697	12	20842	7.7234e-01	6.7698e-01	1.2256e-01	2.5094e+00
DCAF1	26	7674	43	20811	5.6174e-02	1.6397e+00	9.6653e-01	2.7317e+00
DCAF11	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
DCAF12	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
DCAF12L1	7	7693	10	20844	1.8244e-01	1.8965e+00	6.1247e-01	5.5220e+00
DCAF12L2	3	7697	18	20836	2.2726e-01	4.5117e-01	8.5106e-02	1.5461e+00
DCAF15	8	7692	38	20816	1.8270e-01	5.6971e-01	2.2949e-01	1.2405e+00
DCAF16	5	7695	4	20850	6.5854e-02	3.3865e+00	7.2874e-01	1.7069e+01
DCAF17	2	7698	17	20837	1.2539e-01	3.1844e-01	3.5679e-02	1.3421e+00
DCAF4	4	7696	9	20845	7.5782e-01	1.2037e+00	2.7081e-01	4.3143e+00
DCAF4L1	7	7693	25	20829	6.9027e-01	7.5813e-01	2.7676e-01	1.8039e+00
DCAF4L2	2	7698	6	20848	1.0000e+00	9.0275e-01	8.9083e-02	5.0498e+00
DCAF5	9	7691	23	20831	8.4394e-01	1.0598e+00	4.3143e-01	2.3789e+00
DCAF6	6	7694	23	20831	5.3471e-01	7.0631e-01	2.3516e-01	1.7853e+00
DCAF7	4	7696	5	20849	2.6339e-01	2.1672e+00	4.2992e-01	1.0073e+01
DCAF8L1	7	7693	19	20835	1.0000e+00	9.9780e-01	3.5434e-01	2.4799e+00
DCAF8L2	4	7696	15	20839	7.9626e-01	7.2210e-01	1.7441e-01	2.2675e+00
DCAKD	4	7696	13	20841	1.0000e+00	8.3325e-01	1.9786e-01	2.6982e+00
DCBLD2	6	7694	21	20833	6.6975e-01	7.7364e-01	2.5538e-01	1.9826e+00
DCC	14	7686	55	20799	2.7648e-01	6.8885e-01	3.5352e-01	1.2565e+00
DCD	3	7697	6	20848	7.0982e-01	1.3543e+00	2.1909e-01	6.3435e+00
DCDC1	14	7686	26	20828	2.8399e-01	1.4591e+00	7.0390e-01	2.9006e+00
DCDC2	6	7694	13	20841	6.1235e-01	1.2502e+00	3.8949e-01	3.5269e+00
DCDC2B	3	7697	6	20848	7.0982e-01	1.3543e+00	2.1909e-01	6.3435e+00
DCDC2C	1	7699	12	20842	2.0685e-01	2.2559e-01	5.2804e-03	1.5252e+00
DCHS1	10	7690	14	20840	1.1060e-01	1.9358e+00	7.6890e-01	4.6881e+00
DCHS2	10	7690	48	20806	1.0401e-01	5.6365e-01	2.5413e-01	1.1290e+00
DCK	3	7697	8	20846	1.0000e+00	1.0156e+00	1.7349e-01	4.2330e+00
DCLK1	10	7690	20	20834	4.1580e-01	1.3546e+00	5.6597e-01	3.0337e+00
DCLK2	15	7685	26	20828	1.6276e-01	1.5636e+00	7.6947e-01	3.0659e+00
DCLK3	9	7691	27	20827	1.0000e+00	9.0266e-01	3.7333e-01	1.9784e+00
DCLRE1A	7	7693	40	20814	6.9850e-02	4.7347e-01	1.7889e-01	1.0688e+00
DCLRE1B	2	7698	13	20841	3.8192e-01	4.1655e-01	4.5626e-02	1.8405e+00
DCLRE1C	9	7691	20	20834	6.7554e-01	1.2190e+00	4.8852e-01	2.8023e+00
DCN	5	7695	16	20838	1.0000e+00	8.4626e-01	2.4237e-01	2.4185e+00
DCP1A	12	7688	29	20825	7.2640e-01	1.1209e+00	5.2069e-01	2.2663e+00
DCP1B	8	7692	16	20838	4.9253e-01	1.3545e+00	5.0167e-01	3.3560e+00
DCP2	4	7696	17	20837	6.2256e-01	6.3710e-01	1.5591e-01	1.9539e+00
DCPS	2	7698	14	20840	2.6418e-01	3.8672e-01	4.2653e-02	1.6845e+00
DCST1	1	7699	18	20836	3.5877e-02	1.5036e-01	3.6120e-03	9.5260e-01
DCST2	2	7698	18	20836	1.2731e-01	3.0073e-01	3.3827e-02	1.2567e+00
DCSTAMP	6	7694	17	20837	1.0000e+00	9.5587e-01	3.0843e-01	2.5418e+00
DCT	8	7692	26	20828	8.4672e-01	8.3316e-01	3.2584e-01	1.8960e+00
DCTD	2	7698	6	20848	1.0000e+00	9.0275e-01	8.9083e-02	5.0498e+00
DCTN1	10	7690	24	20830	7.0304e-01	1.1286e+00	4.8146e-01	2.4499e+00
DCTN2	4	7696	13	20841	1.0000e+00	8.3325e-01	1.9786e-01	2.6982e+00
DCTN3	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
DCTN4	8	7692	15	20839	4.7984e-01	1.4449e+00	5.3032e-01	3.6320e+00
DCTN5	0	7700	5	20849	3.3307e-01	0.0000e+00	0.0000e+00	2.9556e+00
DCTPP1	4	7696	10	20844	1.0000e+00	1.0834e+00	2.4794e-01	3.7575e+00
DCUN1D1	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
DCUN1D2	2	7698	9	20845	7.3805e-01	6.0173e-01	6.3254e-02	2.9082e+00
DCUN1D3	3	7697	11	20843	7.7141e-01	7.3855e-01	1.3228e-01	2.7967e+00
DCUN1D4	2	7698	13	20841	3.8192e-01	4.1655e-01	4.5626e-02	1.8405e+00
DCUN1D5	4	7696	8	20846	7.4492e-01	1.3543e+00	2.9834e-01	5.0570e+00
DCX	3	7697	4	20850	3.9619e-01	2.0317e+00	2.9755e-01	1.2012e+01
DDA1	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
DDB1	12	7688	50	20804	1.9886e-01	6.4949e-01	3.1463e-01	1.2377e+00
DDB2	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
DDC	1	7699	17	20837	5.7952e-02	1.5921e-01	3.8128e-03	1.0164e+00
DDHD1	5	7695	14	20840	1.0000e+00	9.6721e-01	2.7255e-01	2.8430e+00
DDHD2	3	7697	12	20842	7.7234e-01	6.7698e-01	1.2256e-01	2.5094e+00
DDI1	6	7694	11	20843	4.2121e-01	1.4776e+00	4.4853e-01	4.3602e+00
DDI2	6	7694	12	20842	5.9564e-01	1.3544e+00	4.1692e-01	3.9011e+00
DDIAS	7	7693	25	20829	6.9027e-01	7.5813e-01	2.7676e-01	1.8039e+00
DDIT4	7	7693	5	20849	2.1702e-02	3.7939e+00	1.0362e+00	1.5169e+01
DDO	5	7695	11	20843	7.7831e-01	1.2312e+00	3.3524e-01	3.8453e+00
DDOST	8	7692	21	20833	1.0000e+00	1.0318e+00	3.9503e-01	2.4261e+00
DDR1	8	7692	48	20806	3.4073e-02	4.5081e-01	1.8410e-01	9.6195e-01
DDR2	7	7693	21	20833	1.0000e+00	9.0269e-01	3.2404e-01	2.2052e+00
DDRGK1	4	7696	7	20847	5.0160e-01	1.5479e+00	3.3219e-01	6.0907e+00
DDX1	8	7692	19	20835	8.2827e-01	1.1405e+00	4.3173e-01	2.7297e+00
DDX10	5	7695	17	20837	8.1195e-01	7.9644e-01	2.2964e-01	2.2499e+00
DDX11	6	7694	12	20842	5.9564e-01	1.3544e+00	4.1692e-01	3.9011e+00
DDX17	15	7685	31	20823	4.0639e-01	1.3111e+00	6.5732e-01	2.5043e+00
DDX18	11	7689	10	20844	1.3073e-02	2.9819e+00	1.1491e+00	7.8357e+00
DDX20	2	7698	22	20832	3.8644e-02	2.4601e-01	2.8034e-02	1.0012e+00
DDX21	8	7692	16	20838	4.9253e-01	1.3545e+00	5.0167e-01	3.3560e+00
DDX23	3	7697	10	20844	1.0000e+00	8.1243e-01	1.4361e-01	3.1566e+00
DDX24	7	7693	28	20826	4.4723e-01	6.7682e-01	2.4945e-01	1.5865e+00
DDX25	4	7696	13	20841	1.0000e+00	8.3325e-01	1.9786e-01	2.6982e+00
DDX27	7	7693	17	20837	8.1906e-01	1.1153e+00	3.9086e-01	2.8312e+00
DDX28	13	7687	32	20822	7.3905e-01	1.1004e+00	5.2980e-01	2.1570e+00
DDX31	11	7689	36	20818	7.4216e-01	8.2730e-01	3.7965e-01	1.6624e+00
DDX3X	2	7698	18	20836	1.2731e-01	3.0073e-01	3.3827e-02	1.2567e+00
DDX3Y	2	7698	9	20845	7.3805e-01	6.0173e-01	6.3254e-02	2.9082e+00
DDX4	5	7695	7	20847	3.2579e-01	1.9352e+00	4.8416e-01	7.0851e+00
DDX41	20	7680	26	20828	1.8504e-02	2.0861e+00	1.1034e+00	3.8877e+00
DDX42	14	7686	23	20831	1.4042e-01	1.6497e+00	7.8450e-01	3.3470e+00
DDX43	5	7695	21	20833	5.0801e-01	6.4464e-01	1.8985e-01	1.7574e+00
DDX46	9	7691	23	20831	8.4394e-01	1.0598e+00	4.3143e-01	2.3789e+00
DDX47	5	7695	15	20839	1.0000e+00	9.0271e-01	2.5660e-01	2.6141e+00
DDX5	2	7698	7	20847	1.0000e+00	7.7376e-01	7.8411e-02	4.0649e+00
DDX50	10	7690	19	20835	4.0205e-01	1.4260e+00	5.9200e-01	3.2247e+00
DDX51	11	7689	41	20813	4.3430e-01	7.2625e-01	3.3646e-01	1.4396e+00
DDX52	7	7693	10	20844	1.8244e-01	1.8965e+00	6.1247e-01	5.5220e+00
DDX53	4	7696	17	20837	6.2256e-01	6.3710e-01	1.5591e-01	1.9539e+00
DDX54	7	7693	20	20834	1.0000e+00	9.4787e-01	3.3851e-01	2.3347e+00
DDX55	8	7692	24	20830	1.0000e+00	9.0267e-01	3.5040e-01	2.0781e+00
DDX56	10	7690	7	20847	5.6197e-03	3.8725e+00	1.3301e+00	1.1992e+01
DDX58	6	7694	12	20842	5.9564e-01	1.3544e+00	4.1692e-01	3.9011e+00
DDX59	3	7697	10	20844	1.0000e+00	8.1243e-01	1.4361e-01	3.1566e+00
DDX6	0	7700	11	20843	4.3266e-02	0.0000e+00	0.0000e+00	1.0788e+00
DDX60	16	7684	62	20792	2.4959e-01	6.9832e-01	3.7585e-01	1.2259e+00
DDX60L	18	7682	43	20811	6.6544e-01	1.1340e+00	6.1524e-01	2.0095e+00
DEAF1	4	7696	9	20845	7.5782e-01	1.2037e+00	2.7081e-01	4.3143e+00
DECR1	6	7694	8	20846	2.2513e-01	2.0321e+00	5.8090e-01	6.6818e+00
DECR2	7	7693	21	20833	1.0000e+00	9.0269e-01	3.2404e-01	2.2052e+00
DEDD	5	7695	10	20844	5.6684e-01	1.3544e+00	3.6314e-01	4.3507e+00
DEDD2	2	7698	15	20839	2.7113e-01	3.6093e-01	4.0044e-02	1.5527e+00
DEF6	11	7689	30	20824	1.0000e+00	9.9304e-01	4.4878e-01	2.0397e+00
DEF8	9	7691	24	20830	1.0000e+00	1.0156e+00	4.1527e-01	2.2644e+00
DEFA3	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
DEFA4	1	7699	13	20841	1.3167e-01	2.0823e-01	4.9029e-03	1.3868e+00
DEFA5	1	7699	5	20849	1.0000e+00	5.4159e-01	1.1453e-02	4.8414e+00
DEFB1	1	7699	8	20846	4.5982e-01	3.3844e-01	7.6303e-03	2.5252e+00
DEFB104B	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
DEFB105A	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
DEFB108B	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
DEFB110	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
DEFB112	1	7699	7	20847	6.9097e-01	3.8680e-01	8.5855e-03	3.0117e+00
DEFB113	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
DEFB114	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DEFB115	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
DEFB116	0	7700	5	20849	3.3307e-01	0.0000e+00	0.0000e+00	2.9556e+00
DEFB118	4	7696	5	20849	2.6339e-01	2.1672e+00	4.2992e-01	1.0073e+01
DEFB119	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
DEFB121	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DEFB123	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
DEFB124	2	7698	3	20851	6.1637e-01	1.8057e+00	1.5078e-01	1.5761e+01
DEFB125	2	7698	8	20846	1.0000e+00	6.7703e-01	7.0021e-02	3.3935e+00
DEFB126	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
DEFB127	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
DEFB128	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
DEFB129	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DEFB131A	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DEFB132	4	7696	6	20848	4.7425e-01	1.8059e+00	3.7473e-01	7.6177e+00
DEFB134	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
DEFB135	1	7699	2	20852	1.0000e+00	1.3542e+00	2.2951e-02	2.6017e+01
DEFB136	3	7697	5	20849	4.5188e-01	1.6252e+00	2.5232e-01	8.3557e+00
DEFB4A	0	7700	1	20853	1.0000e+00	0.0000e+00	0.0000e+00	1.0545e+02
DEGS1	5	7695	9	20845	5.4630e-01	1.5049e+00	3.9607e-01	5.0022e+00
DEGS2	6	7694	12	20842	5.9564e-01	1.3544e+00	4.1692e-01	3.9011e+00
DEK	4	7696	14	20840	7.9444e-01	7.7370e-01	1.8539e-01	2.4646e+00
DELE1	5	7695	22	20832	3.9121e-01	6.1526e-01	1.8197e-01	1.6659e+00
DENND1A	6	7694	20	20834	8.2583e-01	8.1236e-01	2.6683e-01	2.0984e+00
DENND1B	10	7690	23	20831	6.9524e-01	1.1777e+00	5.0014e-01	2.5741e+00
DENND1C	4	7696	6	20848	4.7425e-01	1.8059e+00	3.7473e-01	7.6177e+00
DENND2A	10	7690	42	20812	2.7285e-01	6.4441e-01	2.8815e-01	1.3060e+00
DENND2C	9	7691	20	20834	6.7554e-01	1.2190e+00	4.8852e-01	2.8023e+00
DENND2D	1	7699	7	20847	6.9097e-01	3.8680e-01	8.5855e-03	3.0117e+00
DENND3	18	7682	45	20809	7.7682e-01	1.0835e+00	5.8994e-01	1.9108e+00
DENND4A	18	7682	48	20806	1.0000e+00	1.0157e+00	5.5567e-01	1.7798e+00
DENND4B	3	7697	15	20839	4.3121e-01	5.4148e-01	1.0045e-01	1.9149e+00
DENND4C	15	7685	51	20803	4.8983e-01	7.9618e-01	4.1552e-01	1.4395e+00
DENND5A	18	7682	58	20796	6.0513e-01	8.4015e-01	4.6552e-01	1.4475e+00
DENND5B	5	7695	31	20823	9.0343e-02	4.3646e-01	1.3245e-01	1.1328e+00
DENND6A	6	7694	12	20842	5.9564e-01	1.3544e+00	4.1692e-01	3.9011e+00
DENND6B	1	7699	4	20850	1.0000e+00	6.7707e-01	1.3750e-02	6.8439e+00
DENR	3	7697	3	20851	3.5343e-01	2.7089e+00	3.6274e-01	2.0229e+01
DEPDC1	2	7698	2	20852	2.9529e-01	2.7086e+00	1.9630e-01	3.7374e+01
DEPDC1B	8	7692	17	20837	6.5185e-01	1.2748e+00	4.7594e-01	3.1181e+00
DEPDC4	3	7697	13	20841	5.8185e-01	6.2483e-01	1.1421e-01	2.2747e+00
DEPDC5	18	7682	48	20806	1.0000e+00	1.0157e+00	5.5567e-01	1.7798e+00
DEPDC7	5	7695	9	20845	5.4630e-01	1.5049e+00	3.9607e-01	5.0022e+00
DEPP1	0	7700	5	20849	3.3307e-01	0.0000e+00	0.0000e+00	2.9556e+00
DEPTOR	3	7697	15	20839	4.3121e-01	5.4148e-01	1.0045e-01	1.9149e+00
DERA	2	7698	2	20852	2.9529e-01	2.7086e+00	1.9630e-01	3.7374e+01
DERL1	3	7697	0	20854	1.9604e-02	Infinity	1.1193e+00	Infinity
DERL2	5	7695	7	20847	3.2579e-01	1.9352e+00	4.8416e-01	7.0851e+00
DERL3	5	7695	13	20841	1.0000e+00	1.0417e+00	2.9067e-01	3.1149e+00
DES	4	7696	8	20846	7.4492e-01	1.3543e+00	2.9834e-01	5.0570e+00
DESI1	2	7698	10	20844	5.3300e-01	5.4153e-01	5.7685e-02	2.5421e+00
DESI2	2	7698	5	20849	1.0000e+00	1.0834e+00	1.0312e-01	6.6190e+00
DEUP1	4	7696	12	20842	1.0000e+00	9.0272e-01	2.1214e-01	2.9797e+00
DFFA	0	7700	3	20851	5.6847e-01	0.0000e+00	0.0000e+00	6.5553e+00
DFFB	3	7697	9	20845	1.0000e+00	9.0274e-01	1.5714e-01	3.6187e+00
DGAT1	2	7698	0	20854	7.2712e-02	Infinity	5.0867e-01	Infinity
DGAT2	1	7699	3	20851	1.0000e+00	9.0276e-01	1.7194e-02	1.1246e+01
DGAT2L6	1	7699	7	20847	6.9097e-01	3.8680e-01	8.5855e-03	3.0117e+00
DGCR2	2	7698	6	20848	1.0000e+00	9.0275e-01	8.9083e-02	5.0498e+00
DGCR8	7	7693	29	20825	3.5340e-01	6.5345e-01	2.4152e-01	1.5252e+00
DGKA	5	7695	24	20830	2.9808e-01	5.6394e-01	1.6798e-01	1.5086e+00
DGKB	14	7686	20	20834	7.9704e-02	1.8973e+00	8.8612e-01	3.9521e+00
DGKD	21	7679	57	20797	1.0000e+00	9.9779e-01	5.7416e-01	1.6729e+00
DGKE	1	7699	13	20841	1.3167e-01	2.0823e-01	4.9029e-03	1.3868e+00
DGKG	12	7688	27	20827	5.9004e-01	1.2040e+00	5.5533e-01	2.4592e+00
DGKH	11	7689	25	20829	5.7925e-01	1.1919e+00	5.2911e-01	2.5126e+00
DGKI	14	7686	35	20819	7.5024e-01	1.0835e+00	5.3818e-01	2.0668e+00
DGKK	8	7692	26	20828	8.4672e-01	8.3316e-01	3.2584e-01	1.8960e+00
DGKQ	27	7673	65	20789	6.3791e-01	1.1254e+00	6.9004e-01	1.7897e+00
DGKZ	23	7677	43	20811	1.6450e-01	1.4500e+00	8.3349e-01	2.4621e+00
DGLUCY	9	7691	31	20823	5.9669e-01	7.8605e-01	3.2900e-01	1.6924e+00
DGUOK	3	7697	12	20842	7.7234e-01	6.7698e-01	1.2256e-01	2.5094e+00
DHCR24	4	7696	21	20833	2.6490e-01	5.1561e-01	1.2864e-01	1.5289e+00
DHCR7	3	7697	11	20843	7.7141e-01	7.3855e-01	1.3228e-01	2.7967e+00
DHDDS	5	7695	7	20847	3.2579e-01	1.9352e+00	4.8416e-01	7.0851e+00
DHDH	6	7694	21	20833	6.6975e-01	7.7364e-01	2.5538e-01	1.9826e+00
DHFR	0	7700	2	20852	1.0000e+00	0.0000e+00	0.0000e+00	1.4423e+01
DHFR2	0	7700	6	20848	2.0065e-01	0.0000e+00	0.0000e+00	2.3001e+00
DHODH	11	7689	19	20835	2.2322e-01	1.5688e+00	6.7412e-01	3.4708e+00
DHRS1	4	7696	12	20842	1.0000e+00	9.0272e-01	2.1214e-01	2.9797e+00
DHRS11	5	7695	11	20843	7.7831e-01	1.2312e+00	3.3524e-01	3.8453e+00
DHRS2	6	7694	9	20845	2.5352e-01	1.8061e+00	5.2882e-01	5.6837e+00
DHRS3	5	7695	10	20844	5.6684e-01	1.3544e+00	3.6314e-01	4.3507e+00
DHRS4	3	7697	6	20848	7.0982e-01	1.3543e+00	2.1909e-01	6.3435e+00
DHRS7	1	7699	15	20839	8.6917e-02	1.8045e-01	4.2897e-03	1.1733e+00
DHRS7B	4	7696	9	20845	7.5782e-01	1.2037e+00	2.7081e-01	4.3143e+00
DHRS9	4	7696	11	20843	1.0000e+00	9.8483e-01	2.2864e-01	3.3248e+00
DHRSX	4	7696	13	20841	1.0000e+00	8.3325e-01	1.9786e-01	2.6982e+00
DHTKD1	16	7684	40	20814	7.6451e-01	1.0835e+00	5.6611e-01	1.9798e+00
DHX15	7	7693	28	20826	4.4723e-01	6.7682e-01	2.4945e-01	1.5865e+00
DHX16	7	7693	27	20827	5.6156e-01	7.0191e-01	2.5794e-01	1.6530e+00
DHX29	1	7699	1	20853	4.6662e-01	2.7084e+00	3.4500e-02	2.1226e+02
DHX30	19	7681	57	20797	7.9610e-01	9.0253e-01	5.0666e-01	1.5411e+00
DHX32	5	7695	8	20846	3.5541e-01	1.6931e+00	4.3564e-01	5.8724e+00
DHX33	8	7692	24	20830	1.0000e+00	9.0267e-01	3.5040e-01	2.0781e+00
DHX34	15	7685	55	20799	3.4608e-01	7.3814e-01	3.8705e-01	1.3261e+00
